count	reward_sum	squared_reward_sum	length
370	-92.3361682828597	10003.970324717035	258
371	-96.14493515623124	10001.065132100468	115
372	-70.54090807277402	11.45395662811444	2000
373	-140.4624574502392	10008.010709730277	1401
374	-57.06518221921504	20.632594804627338	2000
375	-69.54354130315387	11.62460730364584	2000
376	-105.5648599356903	10004.19435059368	157
377	-96.68596456408183	10006.888380203882	290
378	-56.50074965250171	10.332787304237756	2000
379	-91.56988187450405	9.203884622057748	2000
380	-146.30793555080686	10019.882789612253	1436
381	-104.81275453627792	10006.28383841005	641
382	-100.56630960249836	10004.91310658016	552
383	21.288504778836728	25.52029108530957	2000
384	-65.28653071204401	10.868234474984058	2000
385	-89.47098250852267	13.603500703804153	2000
386	-96.82325590067977	10002.850512530422	239
387	-51.72092961663088	10019.26192285806	666
388	-97.66291139716222	10006.348314998446	321
389	-97.35143345210881	10001.261944882917	84
390	-91.91894380386456	10004.568627538496	111
391	-91.56992885849974	10002.777945788348	131
392	-90.55677187909257	10005.875979516823	288
393	-95.854663183915	10009.446035250548	337
394	-96.54293307536543	10015.657288089596	763
395	-95.40645765673783	10001.753737263925	92
396	-92.47571395213198	10003.567836130265	202
397	-99.51045425740486	10004.264662458449	405
398	-54.940421499440426	13.708236850869957	2000
399	-40.8184930982363	11.534128892643666	2000
400	-72.45745459781935	13.894927181340936	2000
401	-96.97297840788404	10002.112907999623	151
402	-98.50444256486817	10001.01795127039	108
403	-73.95906942266885	10015.381749763485	564
404	-17.238743480728672	10029.742931190252	641
405	-85.49300632301319	10003.661939110132	161
406	-95.5811854230494	10009.898476829709	392
407	-90.58718586981186	10004.33360984135	444
408	-87.58617140432327	10003.109107248187	126
409	-91.29703944795276	10003.444025339633	106
410	-133.07649212782533	10006.502214959042	1270
411	-135.16102797668512	10005.525897371612	1604
412	-73.13846031424029	5.7648596100096	2000
413	-96.2235665774619	12.35290704865123	2000
414	-59.16136693677902	10.923628138360174	2000
415	-76.88874207461028	7.155184493763915	2000
416	-87.43330997084968	10005.755492408745	154
417	-57.471241382226346	12.047459920577266	2000
418	-77.61097803720496	7.843679499157155	2000
419	-123.0073430847849	10022.71025732948	1091
420	-82.53407226529369	5.57079263679911	2000
421	-50.541129168144145	16.127783935001986	2000
422	-92.61362072680075	10006.86258330085	249
423	-92.58077269194654	10005.619043732804	227
424	-90.96950550388331	10005.733864175656	271
425	-89.74240137885555	10007.757985092654	219
426	-99.37096347579015	10003.446552832485	167
427	-99.86370027207752	10001.119950261009	110
428	-75.11036881234845	19.20692079493187	2000
